msgDate,msg,replyDate,text,telegramChannel,FinalLabel,y_pred,prob_scores
1621360356,"Governor Cuomo Commits Treason: Implements Communist Chinese Covid Pass Against American Citizens in New York State

 ",1621360441,He has committed all kinds of atrocities. He will get what is coming to him.,InfoWars.json,2,2,"[0.0189064201, 0.0221452676, 0.9589482546]"
1644107440,"Oh my gosh.
 ",1644188917,leftism is cannibalism ..they will end up eating eachother...can t wait for it,AnalyzingAmerica.json,0,2,"[0.2888338864, 0.0052087028, 0.7059574127]"
1683855032,Comment below 💬 ,1683941204,Charge Bragg on hundreds of counts of being a fat ass communist tool,ResisttheMainstream.json,1,1,"[0.2977114916, 0.7015918493000001, 0.0006966516]"
1665758431,"🔴  New Video Shows Pelosi Threatened to ‘Punch Out’ Trump on Jan. 6
 
  ",1665764690,I say hold out a shot of whiskey for her and you can bet she will take it. Now is she saying she is going to jail .,ResisttheMainstream.json,0,1,"[0.2024868578, 0.7917456627, 0.0057674483]"
1682306421,Let's hear it 👇 ,1682334909,There has been plenty of discussion on several issues.  What we haven't seen at all is action being taken.  Several arrests should have already been made.  Several impeachments should have already happened.  Names should have been released on Epstein's list.  When is something actually going to happen to the real guilty people!?,ResisttheMainstream.json,1,1,"[0.012006335, 0.9870972633, 0.0008964115]"
1692910887,"Ask Me Anything…. Debate stuff, FOX censorship, Fulton Co indictment. Let’s have some fun. Tonight 6 PM est. Check it out tonight LIVE

  ",1692913063,Jake is an FBI plant trying to gode ya’ll into action..then arrest…then the slammer! Just like the 1000 Jan 6th rebels,DonaldTrumpJr.json,0,1,"[0.017080443, 0.9818908572, 0.0010287169000000001]"
1621000958,"Fauci: Kids Still Need To Wear Masks

 ",1621002327,"Fauci needs to be arrested, held before a military tribunal, found guilty, and executed!",InfoWars.json,2,2,"[0.0019663249, 0.0070428187, 0.9909907579]"
1618852647,"Waters has to face the music.

 ",1618854778,She needs to be arrested along with Pelosi. Biden Harris for inciting a riot  and treason and excuted,AnalyzingAmerica.json,2,1,"[0.0140572749, 0.9842474461, 0.0016952922]"
1672442454,,1672971770,"it means they were full of Shit and Got Sued they knew they were full of Shit would Lose in court of Law so they Withdrew 
that’s a Fact!!",DonaldTrumpJr.json,0,0,"[0.9339309335, 0.0649600327, 0.0011090375]"
1692770546,"🔴  Video: Belgian Boy Beaten to Tears, Forced to Kiss Feet of Suspected Migrants
 
 A recap from Sunday.
 
  ",1692920770,Why do they just kill these fucking elegance,ResisttheMainstream.json,0,0,"[0.5779604912, 0.003033946, 0.4190056324]"
1649947199,"“I’m going to leave Twitter if Elon Musk takes over” is the new “I’m going to move to Canada if Trump wins.”

BREAKING:   ",1649947820,Why would you want to come to Canada TRUDEAU Is go to be arrested for crimes against humanity and treason just like Biden their both goofs. We the people in Canada are all protesting to Get rid of Trudeau here.Trump is the best thing for the USA AND THE WORLD.GO TRUMP GO.AMEN .,TrumpSupportersChannel.json,1,0,"[0.9531005621, 0.044793207200000004, 0.0021062086000000002]"
1685935220,Let's hear it 💬 ,1685960311,"That walking into a German Burger King, naked, holding a bowl of custard, will get you put in a jail cell overnight .",ResisttheMainstream.json,1,1,"[0.3448572755, 0.652712822, 0.0024299154]"
1662249702,"🔴  IRS Admits They Made a Significant Leaking Mistake, Blames 'Human Coding Error'
 
  ",1662339357,They all need to be fired!,ResisttheMainstream.json,1,0,"[0.8236628771000001, 0.1750057191, 0.0013313860000000002]"
1636313958,I   c a n t   a c t u a l l y   d i e,1636314000,Not if you get stabbed very hard,RiotDogs.json,2,0,"[0.9937158227, 0.00047325810000000004, 0.0058109346000000004]"
1633805343,"Biden needs to go.
 ",1633805449,Just impeach him paint his cell at gitmo with a camera and teleprompter he wont know the diffrence.,AnalyzingAmerica.json,2,2,"[0.0033652599, 0.0445932001, 0.9520415068]"
1661822550,"Biden said his top priority is commanding Bidenflation!
 
But right now… and potentially not for much longer… you can do something about it.

 All the details are laid out for you in this FREE report:   freereport.resistthemainstream.org/R4rDG5 

He's already put us all at risk. You know he doesn't want to save you.

That's why it's up to you. You're a Patriot. It's time to act like one.",1661883039,"Shoot.
Let's face it.
His top priority is managing to change his diapers in a timely manner.💩",ResisttheMainstream.json,0,0,"[0.9942314625, 0.0004374687, 0.0053310683]"
1624803995,"Barr was the fox in the henhouse.
READ:
 ",1624846592,Yep!  Justice has been served!,AnalyzingAmerica.json,1,1,"[0.09035666290000001, 0.9039995670000001, 0.0056437044]"
1630433254,"Here’s what he said:
  ",1630461364,I would love to hear the Gold Star family get to choose his execution. And of his kind as they are not human with beating hearts but are satanic that celebrate death of humanity. World wide the vomit trash exist! Stop them Almighty stop them,AnalyzingAmerica.json,2,2,"[0.0113100968, 0.0042484254, 0.9844414592]"
1626644216,"Here’s what was said:
  ",1626644538,If they falsify this diagnosis - that sets the table for anyone/everyone to get a free pass to lie about COVID vaccinations and/or anti-body resistance from past diagnosis. Then should be indicted and removed from their position immediately,AnalyzingAmerica.json,1,1,"[0.2020387053, 0.7971534133, 0.0008078455]"
1630086484,"🚨🚨🚨
  ",1630089836,"No way is Kamala capable of EVER 

becoming the Commander In Chief!

May the Powers that be…..strike her and Nancy off the list! 
💥💥💥💥💥💥💥💥💥💥💥",AnalyzingAmerica.json,2,2,"[0.2850593925, 0.0404190831, 0.6745215058]"
1631382084,"👎👎👎
  ",1631384125,"Grubby nazi scum smash the Biden shkt from your communities- paint their doors blood red so we know who to rob.

Fuck the pigs",AnalyzingAmerica.json,0,0,"[0.9268791676, 0.0132503677, 0.0598704778]"
1619028998,"It was all caught on camera.

 ",1619029768,"Start killing white folks? 

Seriously?

That pair of land whales couldn't catch a lamp post.",AnalyzingAmerica.json,2,2,"[0.0696711242, 0.0033033004, 0.9270256758000001]"
1676734815,"🔴 See It: Photo of Trans Teacher With Giant Prosthetic Breasts Dressed as Man Goes Viral

  ",1676793127,Somebody Shoot and kill that piece of SHIT!!!,ResisttheMainstream.json,2,2,"[0.0018936218000000001, 0.0069639501000000005, 0.9911423922]"
1686074512,"🔴  Texts Show Teachers Union Working With CDC Director to Keep Schools Closed 
 
 A quick recap. 
 
  ",1686093851,She is no longer with this world to suggest anything. Gitmo bound.,ResisttheMainstream.json,2,2,"[0.0025430338, 0.0040942407000000005, 0.9933627844]"
1678321964,"Chuck Schumer wasn't the only politician outraged by our January 6 reporting. He was joined by a cascade of Republicans, including Mitch McConnell.
 
 🚨 BIDEN FLATION HAS TURNED INTO  BIDEN CESSION. Protect your retirement savings today, before it’s too late! Get your free special report:   ",1678399416,"Any politicians that say the news must be silent; have broken their vow and should be impeached, tarred, and feathered
They are now Treasonous Traitors to the Rule of Law of This Land",TrumpSupportersChannel.json,2,2,"[0.0020850669, 0.0067196377, 0.9911953211000001]"
1666754425,Let's hear it  🤔,1666781622,stick it bitch!,ResisttheMainstream.json,0,0,"[0.9827274680000001, 0.0034104183000000002, 0.013862188000000001]"
1697207924,"🔴 Bill Gates Stuns Audience With ‘Climate Crisis’ Comment

  ",1697209816,Even tho I'd like to see him hang I hate too say it but I  think he's right on that one!,ResisttheMainstream.json,2,2,"[0.0022382461, 0.0087008234, 0.989060998]"
1642613359,"S o m e t h i n g   V E R Y   o d d   i s   o c c u r r i n g .   
 
 J u s t   E N D I N G   c o v i d   t o d a y   a r e   w e ?   
 
 M a k e s   n o   s e n s e . . . . .",1642645115,"Pfizer has to release vaccine data in 8 months but they also have to release info monthly about the vx up until then. I think they know they're about to get caught and are reversing course. Too late, you evil crooks! Hang them all! Nuremberg 2.0

ETA, I also feel the narrative is about to change. They won't want to give up their power. Climate change coming right up!",ThePatriotVoice.json,2,2,"[0.0021723153000000003, 0.0122479582, 0.9855797291]"
1666744288,"🔴  Here are the Governors Who Could Be Removed From Power in 14 days

  ",1666759822,Colorado Pol-ass needs to GO,ThePatriotVoice.json,0,0,"[0.7688989639, 0.1682471633, 0.062853843]"
1669506008,"🔴  Veteran Defense Attorney Who Requested to Represent Trump But Was Denied Dies at Age 48

  ",1669573319,No mention of how he died. Was he suicided with a bullet wound and rope around his neck like the last guy? Was he killed by suspected mugger like Seth Rich? Or was he car crashed like Paul Walker? Inquiring minds want to know who gets the credit. The DNC or Killary?,ResisttheMainstream.json,0,2,"[0.3914529979, 0.0105481762, 0.5979988575]"
1629464035,"F-Bombing Teacher Tells Kids Trump Is a ‘Sexual Predator’ and ‘Parents Are Dumber’ Than They Are 

 FULL STORY —>    ",1629481211,"Sounds like she needs to be fired.  This is unacceptable by any reasonable standard.  

Teachers should encourage  their students think about things, it’s not their job to tell them what to think.",TheTrumpRepublicans.json,0,0,"[0.9974168539, 0.0023127082, 0.0002703421]"
1669830144,W h o   w o u l d   h a v e   p o s s i b l y   t h o u g h t   t h a t   J o e   B i d e n   w o u l d   t a k e   a n   i n c r e d i b l y   w e a k   s t a n c e   C h i n a ’ s   d r a c o n i a n   o p p r e s s i o n   o f   i t s   c i t i z e n s   a f t e r   t h e y   i n v e s t e d   $ 1   b i l l i o n   i n   h i s   c r a c k h e a d   s o n ’ s   f u n d ?   I   d e f i n i t e l y   d i d n ’ t   s e e   t h a t   c o m i n g 🙄,1669862752,"I wanna hear nationalism, anti globalism, anti immigration, and I want to hear about greatness and victory. Also a concrete plan on destroying the administrative state.",DonaldTrumpJr.json,0,0,"[0.5731723309, 0.0045882915, 0.422239393]"
1624130679,"#AlexJonesShow  LIVE: Emergency Saturday Broadcast! Dr. Steve Pieczenik, Nick Fuentes Expose January 6 False Flag

🔥 Watch & Share:   

📲 Sign Up For Live Broadcast Alerts! - Text: 'SHOW' To: (833) 470-0438

🚫 Uncensored Content:   

🙏🏻 Support  #Infowars :   ",1624216468,"Patriots need to start reporting to police their firearms got lost, stolen, disappeared, then bury those firearms in the ground. And gear up for survival and connect to God. No matter what happens. And then engage locally, get together locally. That's our way to victory no matter what happens next.",AlexJones.json,0,0,"[0.9979162812000001, 0.0008117462, 0.0012719603]"
1647892976,"Why hasn’t he faced any consequences for his lies?
  ",1647900695,Hes been gitmoed already,AnalyzingAmerica.json,2,2,"[0.0028220648000000003, 0.0034837483, 0.9936942458]"
1701974195,"Prison for a Meme: They Want Us All Silenced and Locked Up, Douglass Mackey Speaks Out! Many of you if you were following online, may know him as Ricky Vaughan and outspoken original political Memer. Now they want to throw him in jail! Tonight 6pm!  ",1701984490,"Sounds ridiculous to me
Alot of Dem social media clowns should b choking d bars if memes r punishable crime",DonaldTrumpJr.json,0,1,"[0.0298815183, 0.9668692350000001, 0.0032492173]"
1652759649,"Gregg Phillips says illegal vote trafficking is very deep and widespread, involving BILLIONS and powerful foundations behind Barack Obama and Stacey Abrams

“As eye opening as the movie is, we know so much more...this is really just the beginning.” 

Follow  @EpochTimes  for more!",1652828951,Just the beginning hell it’s been 2 yrs fix it and make arrests,TrumpSupportersChannel.json,1,1,"[0.0567221902, 0.9426311851, 0.0006466242]"
1662964809,Come again?  😂,1663241238,Fuck all you nasty sellout bitches!!! Killery for prison 2022!!!,ResisttheMainstream.json,1,2,"[0.0020449713, 0.0156214358, 0.9823335409]"
1633132241,"Let’s make sure it happens!
  ",1633135045,And so is America!  Time for Revolution ….restoration of our constitution!,AnalyzingAmerica.json,2,2,"[0.0089174332, 0.001959438, 0.9891231656]"
1628611862,"🚨  #AlexJonesShow  LIVE: Red Alert Emergency Broadcast! CDC Announces Plan To Put Millions Of Americans In Forced Labor Camps!

📡 Tune In & Share:   

📞 CALL NOW: (877) 789-2539 | 🔊 Listen Line:  605-562-4029 

📲 Sign Up For Live Broadcast Alerts! - Text: 'SHOW' To: (833) 637-1776

🛒 Support  #Infowars :   ",1628631051,"Nancy is next and Gavin Newsom we need to arrest 1000’s for crimes against humanity! I served as a Navy SEAL for 24 years if they need help with the gallows I wound be proud to volunteer! Think about just how large this voter fraud organization is alone. like when you sit down think about the time, money, logistics and planning involved to do what they did who is at the top of this all who paid for it all? It’s really mind blowing the level of Corruption",AlexJones.json,1,2,"[0.0080984961, 0.0106170811, 0.9812844396]"
1623964597,"Supreme Court gives Dems greenlight.
 ",1623981740,What?  Bigger penalties!  Higher premiums and deductibles?  Doesn't matter what they say or do it is all illegitimate and illegal!  The only thing they are going to do is hang for their crimes against humanity!!,AnalyzingAmerica.json,2,2,"[0.0020911479, 0.006995999300000001, 0.9909127951000001]"
1619802624,"Biden's DOJ makes a horrendous announcement.
 ",1619802827,"LOCKED AND LOADED, SOB🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬",AnalyzingAmerica.json,0,0,"[0.8534501791, 0.1148994863, 0.0316503346]"
1671284825,"🔴  House Democrats Move to Bar Trump From Office
 
  ",1671285038,"That corporation it’s laws and amendments are moot.
Watch as all of congress is removed for not supporting the constitution and for filling their oath, all of them.
I want all the crooks and pedos hung on the White House lawn for all to see",ResisttheMainstream.json,2,2,"[0.0025652137, 0.0064504016, 0.9909844398000001]"
1631129057,"Here we go!
 ",1631136298,They need to put him in solitary!,AnalyzingAmerica.json,1,0,"[0.9356588125, 0.0625500605, 0.0017910948]"
1618577932,"Maxine Waters had a psychotic meltdown on live television.

 ",1618771658,She is a joke! Impeach this bitch!,AnalyzingAmerica.json,1,1,"[0.0054036425, 0.9937427640000001, 0.0008535555]"
1619189429,"'Racist!' Trump goes off on LeBron!

 ",1619206799,Patriots need to put LeDemon in his place.,AnalyzingAmerica.json,0,2,"[0.0600557402, 0.0077985963, 0.9321457744]"
1667456412,Nail on the head  🔨,1667522752,"True, but you CAN’T have “dialogue” with evil. Quit trying to talk with evil and eradicate it instead.",ResisttheMainstream.json,2,2,"[0.26531222460000004, 0.004952725000000001, 0.7297350764]"
1663072813,"Teacher Warns Students Not to Judge Adults Who Want to ‘Have Sex With a Five-Year-Old’ 

 FULL STORY —>    ",1663097798,Teacher needs to be fired. This Teacher should NEVER BE AROUND  CHILDREN.,TheTrumpRepublicans.json,0,0,"[0.9753801823, 0.0238913186, 0.0007284351000000001]"
1621268133,"Mueller's henchman unveils a pathetic new scheme.
 ",1621268500,Hang them all get trump back in the white house wherever that   might be,AnalyzingAmerica.json,2,2,"[0.0028465558, 0.006562624600000001, 0.9905908704]"
1627664637,"America last.
 ",1627678184,I hope the people swarm her and take her out !,AnalyzingAmerica.json,2,2,"[0.006950676, 0.0032442277, 0.9898051023000001]"
1636048228,"17 Million Health Care Workers Must Be Vaccinated by Jan. 4 Under Biden’s COVID-19 Mandate 

 FULL STORY —>    ",1636058819,"Let them fire you (then you can sue) and band together to start businesses providing medical services at a cost lower than hospitals with more targeted care. You’ll make money, it will be cheaper,  and people will have better health care. Go underground if you have to.",TheTrumpRepublicans.json,0,0,"[0.8252611756, 0.17347195740000002, 0.0012669314000000001]"
1629071668,"👍👍👍
  ",1629074385,Lock her ass up! Gitmo!!,AnalyzingAmerica.json,2,2,"[0.0021111045, 0.0050808885, 0.9928079844000001]"
1632411414,I   r e a d   t h i s   w i k i p e d i a   a r t i c l e   t h a t   s a y   m a y b e   t h e i r   l a n d s   f l o o d e d   a n d   t h e   c e l t s   l e t   t h e m   c o m e,1632411447,They were Warrior people,LacansWhreHouse.json,0,0,"[0.9994949102, 0.0001702343, 0.0003347698]"
1638208821,"Anthony Fauci Is Extremely Invested in People Not Finding out COVID-19’s Origin 

 FULL STORY —>    ",1638245311,Killing Fauci saves lives,TheTrumpRepublicans.json,2,0,"[0.9995195866000001, 0.0001762062, 0.0003041586]"
1620072857,"Such a disgusting person.
 ",1620075013,Everyone should stop trying to humanize Trader Joe. He needs a round between the eyes for what he i XDs attempting to pull off with the destruction of AMERICA. Add children in little plastic boxes with masks on and a Pedophile circling the children like chum....What a sick sight,AnalyzingAmerica.json,2,2,"[0.0088358931, 0.0039188568, 0.9872453809]"
1694637629,,1694646450,You can't impeach someone who was not lawfully elected....or already deceased,ResisttheMainstream.json,0,0,"[0.9740065336, 0.0252601579, 0.0007333388]"
1629156032,"This INSURGENT who stormed the capitol was previously INCARCERATED for 8 years! 

 FULL STORY —>    ",1629220979,Yet still innocent ppl are being charged,TheTrumpRepublicans.json,0,1,"[0.3605335951, 0.6388366222, 0.0006297837]"
1691724021,"Finish the sentence: If we could just (blank), America would be in a better place.",1691758804,Have a revolution,ResisttheMainstream.json,2,0,"[0.7228568792000001, 0.0013209720000000001, 0.2758220732]"
1656677316,"Journalists Declare January 6 Committee a Fact-Check Project to Avoid Verifying Its ‘Facts’ 

 FULL STORY —>    ",1656678788,"Shiff, Pilosi, and Cheney don’t give a damn about facts. They make it up as the go along and will not allow any one to dispute anything. They put their lies out as facts and msm runs with it. They all belong in solitary replacing the political prisoners that are being illegally held",TheTrumpRepublicans.json,1,0,"[0.9730782509, 0.0251721703, 0.0017495215000000001]"
1688333790,"🔴 Obama Attorney General Weighs in on Possibility of Pardoning Trump

  ",1688334367,JAG arrested Holder,ResisttheMainstream.json,0,1,"[0.4127278626, 0.5865914822, 0.0006805862]"
1620948466,"She just had a psychotic meltdown.
 ",1620948773,"Seriously I can't even watch this bitch,nor listen to her. This is a devil woman and needs to be terminated with with the f...n Democrats",AnalyzingAmerica.json,2,0,"[0.6169160008, 0.005552421300000001, 0.3775315285]"
1617202600,"This guy needs serious help.

 ",1617202635,It’s pathetic to see but I hope he hangs in there before the bitch takes over,AnalyzingAmerica.json,2,0,"[0.9911834002000001, 0.0025660971000000003, 0.0062505906000000005]"
1666035872,"Anyone working on this NEEDS to be ARRESTED immediately, and prosecuted for Crimes Against Humanity. 

Enough is ENOUGH.

 ",1666043403,I thot they never isolated this virus. There should be huge consequences,ThePatriotVoice.json,1,1,"[0.0787394419, 0.9193931222, 0.0018674185]"
1683393621,,1683394623,She must be held accountable,ResisttheMainstream.json,1,1,"[0.0145837944, 0.9846301675, 0.0007860865]"
1579562238,"n o   m a t t e r   w h o   g e t s   t h e   d e m o c r a t i c   n o m i n a t i o n   I ' m   v o t i n g   f o r   t h e m   i n   t h e   g e n e r a l   e l e c t i o n ,   c u z   h o n e s t l y   i f   t h e y ' r e   a l l   t o o   f a r   l e f t   f o r   a   l o t   o f   r e p u b l i c a n s   t h e n   t h e r e   h a s   t o   b e   s o m e   m e r i t   t o   t h e m ,   I   p r o b a b l y   s o u n d   l i k e   a   l i b e r a l   b u t   I   j u s t   w a n n a   v o t e   f o r   w h a t   w i l l   c a u s e   t h e   l e a s t   d a m a g e   i n   t h e   n e x t   4   y e a r s",1579563064,I suggest a terror attack honestly,UnitedAnarchists.json,2,0,"[0.9714115858000001, 0.0007720193, 0.0278163552]"
1683661220,"BREAKING: Manhattan Jury Reaches Verdict on E. Jean Carroll's 'Rape' Accusation Against Trump 

 “​I HAVE ABSOLUTELY NO IDEA WHO THIS WOMAN IS. THIS VERDICT IS A DISGRACE - A CONTINUATION OF THE GREATEST WITCH HUNT OF ALL TIME!”  —45

READ HERE:   ",1683666757,And no one on Epsteins list arrested or charged.,TrumpSupportersChannel.json,1,1,"[0.0130531499, 0.9862972498, 0.0006495522]"
1649807951,"Huge update.
 ",1649817094,Take her down!,AnalyzingAmerica.json,2,0,"[0.9295142889, 0.0106633538, 0.059822369400000006]"
1662468232,"🔴  Sources Reveal Pelosi's Next Move If GOP Wins in November
 
  ",1662477816,Good biden will be impeach and she will be gone too😂😂🤣,ResisttheMainstream.json,1,1,"[0.0458538458, 0.9535486698000001, 0.00059746]"
1645740056,"Is he trying to mislead Americans?
 ",1645794945,This is the guy that slept with and provide valuable information to a ch8na server spy? He should be in prison facing the death penalty?,AnalyzingAmerica.json,2,2,"[0.0017992102000000002, 0.0099336579, 0.9882671237]"
1654904488,l o o t e r s   i   d o   h a v e   a   p r o b l e m   w i t h,1654904520,"when you are protesting class warfare, looting is a valid expression of unrest",RiotDogs.json,0,0,"[0.9972507358, 0.0002256414, 0.0025236215]"
1679358631,"🔴 Kevin McCarthy Breaks With Trump on Calls for Protests Over Reported Indictment

  ",1679587142,"Sorry, but if anyone is stupid enough to protest then they deserve to be arrested in the J6x2 event 🙄",ResisttheMainstream.json,1,1,"[0.0293122195, 0.9692903757, 0.0013973749000000001]"
1630850946,"Americans have a right to know the truth.
 ",1631068982,Jail HRC,AnalyzingAmerica.json,1,1,"[0.0047564423, 0.9931976795, 0.0020459117]"
1682623213,"🔴  Parents of Louisville Bank Shooter Connor Sturgeon Speak Out

  ",1682626435,I bet they are more saddened by their son's death than the death of those innocent children. I hope his ass is cooking in the lake of  fire!,ResisttheMainstream.json,2,2,"[0.1716579944, 0.015138475200000001, 0.8132035732]"
1677332408,"🔴 Jill Biden Speaks on Whether Joe Biden Will Run in 2024

  ",1677333731,“HE’s SHOT” ~45,ResisttheMainstream.json,2,0,"[0.9874609113, 0.0016148798000000001, 0.0109241102]"
1652819727,"This mother was silenced in a Clark County School Board meeting out of Las Vegas while reading a pornographic assignment her daughter was forced to read and play out in her class. They cut her mic. 

The content was deemed inappropriate in a public setting and broke “decorum”.  This mother needs to be heard. These evil scum are getting replaced all over the country.
 
 @WokeSocieties  🇺🇸",1652833195,"Justice for all the children forced into CRT, pornography and traffickking is coming. Every one of these evil humans will be eradicated, one damn way or another.",FreedomFighters.json,2,2,"[0.0075313905, 0.0029984342, 0.9894702435]"
1662352085,Give it your best shot  👇,1662393530,Resign & turn yourself in for treason,ResisttheMainstream.json,1,0,"[0.6982607245, 0.3005545139, 0.0011847466]"
1651686329,"Ultimate temper tantrum.
 ",1651688313,They would anything against the law is fine with them anyone else would be in jail!,AnalyzingAmerica.json,1,1,"[0.0194448251, 0.9797171950000001, 0.0008380329]"
1644267610,B R E A K I N G !   🚨   M a r k   Z u c k e r b e r g   h a s   t h r e a t e n e d   t o   s h u t   d o w n   F a c e b o o k   a n d   I n s t a g r a m   i n   e n t i r e   E u r o p e   i f   M e t a   i s   n o t   a l l o w e d   t o   p r o c e s s   E u r o p e a n s ’   d a t a   o n   U S   s e r v e r s .,1644267837,Can’t wait for Commiebook to fall & Zuck to land in prison where he belongs.,ThePatriotVoice.json,1,1,"[0.0086384723, 0.9892617464000001, 0.0020998598]"
1666152074,How did you respond?,1666231530,"People are missing the point. This is about so much more than the low level punks.  Raise up and view it from the 40,000 ft level. 

Durham is telling the story of his discovery over his last few years of investigation. He’s shining a light on the darkness that our government has been working within for decades. 

He has to tell the story and identity the scum level by level so that the normies that have been asleep can understand. At each of the trials he has gotten on the record that Killary paid for it and the FBI & DOJ lied to the FISA court. 

I expect the next layers to show it going into the WH, state department and CIA. 

Eventually it is going to show that the corruption is treason which will justify the military tribunals.",ResisttheMainstream.json,2,2,"[0.0073037948, 0.0345594175, 0.9581367373]"
1617283256,"Obama And Biden get terrible news.

  /",1617459115,They better not hide this!! We need justice!!!!,AnalyzingAmerica.json,1,1,"[0.32091856, 0.6744665504, 0.004614919]"
1660250204,"​ AG Merrick Garland Says He ‘Personally Approved’ FBI’s Trump Raid 

READ:   

 @BREAKINGHEADLINES ",1660275892,"And you will pay severely for what you have done, you piece of 💩",TrumpSupportersChannel.json,2,0,"[0.5543017983, 0.1837958395, 0.2619023323]"
1674178816,Comment down below 💬 ,1674180384,Murder. That gun won't fire unless you pull the trigger. ☠,ResisttheMainstream.json,2,2,"[0.10837750880000001, 0.0062371022000000005, 0.8853853345]"
1631141453,"See the Video of  #Fauci  Admitting to Engineering 'Doomsday Virus' Through  #GainOfFunction  in 2012!!! 

    #AlexJonesShow   #ArrestFauci   #CrimesAgainstHumanity   #WTF                SHARE THIS VIDEO",1631144925,ARREST HIM AND PUT A MASK ON HIM IN SOLITARY AND INJECT HIM WITH 5 DOSES,AlexJones.json,2,2,"[0.0025845258, 0.0139544504, 0.9834610224]"
1648008593,"This is a huge ruling.
 ",1648046332,America has to wake the Fk Up we are a corrupted in corrupted administration with A Fake Ass-hole president all the way down . Still no solution as to how this will be overturned without a Civil War .,AnalyzingAmerica.json,2,2,"[0.0032305417, 0.0030949502, 0.9936745167000001]"
